symbol	panels	version
IFT43	POLYM,RGDI+	POLYM_v1,RGDI+_v1
IFT52	POLYM	POLYM_v1
IFT74	POLYM	POLYM_v1
IFT80	POLYM	POLYM_v1
IFT81	POLYM	POLYM_v1
IGF1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
IGF1R	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
IGF2	POLYM	POLYM_v1
IGHMBP2	POLYM	POLYM_v1
IGSF1	POLYM	POLYM_v1
IHH	POLYM	POLYM_v1
IKBKG	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
IL11RA	POLYM	POLYM_v1
IL1RAPL1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
IL1RAPL2	RGDI+	RGDI+_v1
IL1RN	POLYM	POLYM_v1
IMPDH2	RGDI,RGDI+	RGDI+_v1,RGDI_v2
INPP4A	RGDI+	RGDI+_v1
INPP5E	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
INPP5K	DYSM,MMG,POLYM,RGDI,RGDI+	DYSM_v1,MMG_v1,POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
INPPL1	POLYM	POLYM_v1
INTS1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
INVS	POLYM	POLYM_v1
IQCB1	POLYM	POLYM_v1
IQCE	POLYM	POLYM_v1
IQSEC1	RGDI+	RGDI+_v1
IQSEC2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
IREB2	RGDI+	RGDI+_v1
IRF2BPL	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
IRF6	POLYM	POLYM_v1
IRX5	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
ISCA1	MITN,POLYM	MITN_v1,POLYM_v1
ISCA2	MITN,POLYM,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1
ISCU	MITN,POLYM	MITN_v1,POLYM_v1
ITFG2	RGDI+	RGDI+_v1
ITGA3	POLYM	POLYM_v1
ITGA7	DYSM,MMG,POLYM	DYSM_v1,MMG_v1,POLYM_v1
ITGA8	POLYM	POLYM_v1
ITPA	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
ITPR1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
IVD	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
JAG1	POLYM	POLYM_v1
JAGN1	POLYM	POLYM_v1
JAK3	POLYM	POLYM_v1
JAKMIP1	RGDI+	RGDI+_v1
JAM3	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
JARID2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
JMJD1C	RGDI+	RGDI+_v1
KANSL1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
KARS1	MITN,POLYM,RGDI,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
KAT5	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
KAT6A	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
KAT6B	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
KAT8	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
KATNB1	RGDI+	RGDI+_v1
KBTBD13	MMG,MYOC,POLYM	MMG_v1,MYOC_v1,POLYM_v1
KCNA2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
KCNB1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
KCNC1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
KCNC2	RGDI+	RGDI+_v1
KCNC3	RGDI,RGDI+	RGDI+_v1,RGDI_v1
KCND2	RGDI,RGDI+	RGDI+_v1,RGDI_v2
KCNH1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
KCNJ10	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
KCNJ11	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
KCNJ2	POLYM	POLYM_v1
KCNJ6	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
KCNK4	RGDI+	RGDI+_v1
KCNK9	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
KCNMA1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
KCNN2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
KCNN3	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
KCNQ1	POLYM	POLYM_v1
KCNQ2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
KCNQ3	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
KCNQ5	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
KCNT1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
KCNT2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
KCTD1	POLYM	POLYM_v1
KCTD3	RGDI,RGDI+	RGDI+_v1,RGDI_v1,RGDI_v2
KCTD7	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
KDELR2	POLYM	POLYM_v1
KDM1A	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
KDM3B	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
KDM4B	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
KDM5B	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
KDM5C	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
KDM6A	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
KDM6B	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
KIAA0586	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
KIAA0753	POLYM	POLYM_v1
KIAA0825	POLYM	POLYM_v1
KIAA1109	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
KIDINS220	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
KIF11	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
KIF14	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
KIF1A	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
KIF21B	RGDI,RGDI+	RGDI+_v1,RGDI_v2
KIF22	POLYM	POLYM_v1
KIF2A	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
KIF5A	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
KIF5C	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
KIF7	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
KIFBP	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
KIT	POLYM	POLYM_v1
KLF1	POLYM	POLYM_v1
KLF7	RGDI,RGDI+	RGDI+_v1,RGDI_v2
KLHL15	RGDI+	RGDI+_v1
KLHL20	RGDI+	RGDI+_v1
KLHL40	MMG,MYOC,POLYM	MMG_v1,MYOC_v1,POLYM_v1
KLHL41	MMG,MYOC	MMG_v1,MYOC_v1
KLHL7	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
KMT2A	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
KMT2B	RGDI+	RGDI+_v1
KMT2C	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
KMT2D	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
KMT2E	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
KMT5B	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
KNL1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
KPTN	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
KRAS	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
KRIT1	POLYM	POLYM_v1
KYNU	POLYM	POLYM_v1
L1CAM	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
L2HGDH	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
LAMA1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
LAMA2	DYSM,MMG,POLYM,RGDI,RGDI+	DYSM_v1,MMG_v1,POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
LAMB1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
LAMB2	RGDI+	RGDI+_v1
LAMC3	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
LAMP2	DYSM,MMG,POLYM,RGDI,RGDI+	DYSM_v1,MMG_v1,POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
LARGE1	DYSM,MMG,POLYM,RGDI,RGDI+	DYSM_v1,MMG_v1,POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
LARP7	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
LARS1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
LARS2	MITN,POLYM,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1
LAS1L	RGDI+	RGDI+_v1
LBR	POLYM	POLYM_v1
LCAT	POLYM	POLYM_v1
LCT	POLYM	POLYM_v1
LDB3	MMG,POLYM	MMG_v1,POLYM_v1
LDHA	MMG,POLYM,RHAB	MMG_v1,POLYM_v1,RHAB_v1
LDLR	POLYM	POLYM_v1
LDLRAP1	POLYM	POLYM_v1
LEMD3	POLYM	POLYM_v1
LFNG	POLYM	POLYM_v1
LGI4	RGDI	RGDI_v1
LHX3	POLYM	POLYM_v1
LHX4	POLYM	POLYM_v1
LIAS	MITN,POLYM,RGDI,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1,RGDI_v2
LIFR	POLYM	POLYM_v1
LIG4	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
LINGO1	RGDI+	RGDI+_v1
LINGO4	RGDI,RGDI+	RGDI+_v1,RGDI_v2
LINS1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
LIPA	POLYM	POLYM_v1
LIPT1	MITN,POLYM,RGDI,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1,RGDI_v2
LIPT2	MITN,POLYM,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1
LLGL1	RGDI	RGDI_v1
LMAN2L	RGDI+	RGDI+_v1
LMBR1	POLYM	POLYM_v1
LMBRD1	POLYM	POLYM_v1
LMBRD2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
LMNA	DYSM,MMG,MYOC,POLYM	DYSM_v1,MMG_v1,MYOC_v1,POLYM_v1
LMNB1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
LMNB2	RGDI+	RGDI+_v1
LMOD3	MMG,MYOC	MMG_v1,MYOC_v1
LMX1B	POLYM	POLYM_v1
LNPK	RGDI+	RGDI+_v1
LONP1	MITN,POLYM,RGDI,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
LPIN1	MMG,POLYM,RHAB	MMG_v1,POLYM_v1,RHAB_v1
LPIN2	POLYM	POLYM_v1
LPL	POLYM	POLYM_v1
LRIG2	POLYM	POLYM_v1
LRP2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
LRP4	MMG,MYAC,POLYM	MMG_v1,MYAC_v1,POLYM_v1
LRP5	POLYM	POLYM_v1
LRPPRC	MITN,POLYM,RGDI,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
LRRC6	POLYM	POLYM_v1
LRRK1	POLYM	POLYM_v1
LSS	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
LTBP1	POLYM	POLYM_v1
LTBP2	POLYM	POLYM_v1
LTBP3	POLYM	POLYM_v1
LYRM7	MITN,POLYM,RGDI,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1,RGDI_v2
LYST	POLYM	POLYM_v1
LZTFL1	POLYM,RGDI+	POLYM_v1,RGDI+_v1
LZTR1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
MAB21L1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
MAB21L2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
MACF1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
MADD	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
MAF	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
MAFB	POLYM	POLYM_v1
MAGEL2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
MAGT1	POLYM	POLYM_v1
MAL	RGDI+	RGDI+_v1
MAN1B1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
MAN2A2	RGDI+	RGDI+_v1
MAN2B1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
MANBA	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
MAOA	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
MAP1B	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
MAP2K1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
MAP2K2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
MAP3K1	POLYM	POLYM_v1
MAP3K20	MMG,MYOC	MMG_v1,MYOC_v1
MAP3K7	POLYM	POLYM_v1
MAPK1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
MAPK10	RGDI+	RGDI+_v1
MAPK8IP3	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
MAPKAPK5	RGDI+	RGDI+_v1
MAPKBP1	POLYM	POLYM_v1
MAPRE2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
MARS2	MITN,POLYM	MITN_v1,POLYM_v1
MASP1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
MAST1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
MAT1A	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
MATN3	POLYM	POLYM_v1
MATR3	MMG	MMG_v1
MBD5	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
MBOAT7	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
MBTPS1	POLYM	POLYM_v1
MBTPS2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
MC2R	POLYM	POLYM_v1
MCAT	MITN	MITN_v1
MCCC1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
MCCC2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
MCEE	POLYM	POLYM_v1
MCM3AP	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
MCOLN1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
MCPH1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
MDH2	MITN,POLYM,RGDI,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
MECOM	POLYM	POLYM_v1
MECP2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
MECR	MITN,POLYM	MITN_v1,POLYM_v1
MED12	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
MED12L	RGDI+	RGDI+_v1
MED13	RGDI+	RGDI+_v1
MED13L	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
MED17	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
MED23	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
MED25	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
MED27	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
MEF2C	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
MEGF10	MMG,MYOC,POLYM	MMG_v1,MYOC_v1,POLYM_v1
MEGF8	POLYM	POLYM_v1
MEIS2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
MEOX1	POLYM	POLYM_v1
MESD	POLYM	POLYM_v1
MESP2	POLYM	POLYM_v1
METTL23	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
METTL5	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
MFF	MITN,POLYM,RGDI,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
MFN2	MITN,POLYM	MITN_v1,POLYM_v1
MFRP	POLYM	POLYM_v1
MFSD2A	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
MFSD8	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
MGAT2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
MGME1	MITN,POLYM	MITN_v1,POLYM_v1
MGP	POLYM,RGDI	POLYM_v1,RGDI_v1
MICOS13	MITN,POLYM	MITN_v1,POLYM_v1
MICU1	MITN,POLYM,RGDI,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
MID1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
MINPP1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
MIPEP	MITN,POLYM	MITN_v1,POLYM_v1
MIR17HG	RGDI+	RGDI+_v1
MITF	POLYM	POLYM_v1
MKKS	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
MKS1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
MLC1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
MLYCD	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
MMAA	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
MMAB	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
MMACHC	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
MMADHC	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
MMGT1	RGDI+	RGDI+_v1
MMP13	POLYM	POLYM_v1
MMP2	POLYM	POLYM_v1
MMP21	POLYM	POLYM_v1
MMUT	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
MN1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
MNX1	POLYM	POLYM_v1
MOCS1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
MOCS2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
MOGS	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
MORC2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
MPC1	MITN,POLYM	MITN_v1,POLYM_v1
MPDU1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
MPI	POLYM,RGDI	POLYM_v1,RGDI_v1
MPLKIP	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
MPP5	RGDI,RGDI+	RGDI+_v1,RGDI_v2
MPV17	MITN,POLYM,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1
MRE11	POLYM	POLYM_v1
MRPL3	MITN,POLYM	MITN_v1,POLYM_v1
MRPL44	MITN,POLYM	MITN_v1,POLYM_v1
MRPS2	MITN,POLYM	MITN_v1,POLYM_v1
MRPS22	MITN,POLYM,RGDI,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
MRPS34	MITN,POLYM,RGDI,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
MSL2	RGDI+	RGDI+_v1
MSL3	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
MSMO1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
MSTO1	MITN,POLYM	MITN_v1,POLYM_v1
MSX1	POLYM	POLYM_v1
MSX2	POLYM	POLYM_v1
MTFMT	MITN,POLYM,RGDI,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
MTHFR	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
MTHFS	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
MTM1	DYSM,MMG,MYOC,POLYM	DYSM_v1,MMG_v1,MYOC_v1,POLYM_v1
MTO1	MITN,POLYM,RGDI,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
MTOR	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
MTPAP	MITN,POLYM	MITN_v1,POLYM_v1
MTR	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
MTRR	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
MTSS2	RGDI+	RGDI+_v1
MTTP	POLYM	POLYM_v1
MTX2	POLYM	POLYM_v1
MUSK	MMG,MYAC	MMG_v1,MYAC_v1
MVK	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
MYBPC1	MMG,MYOC	MMG_v1,MYOC_v1
MYCBP2	RGDI+	RGDI+_v1
MYCN	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
MYH14	MMG	MMG_v1
MYH2	MMG,MYOC	MMG_v1,MYOC_v1
MYH3	POLYM	POLYM_v1
MYH6	POLYM	POLYM_v1
MYH7	DYSM,MMG,MYOC,POLYM	DYSM_v1,MMG_v1,MYOC_v1,POLYM_v1
MYH8	POLYM	POLYM_v1
MYH9	POLYM	POLYM_v1
MYMK	MMG,MYOC,POLYM	MMG_v1,MYOC_v1,POLYM_v1
MYO18B	MMG,MYOC,POLYM	MMG_v1,MYOC_v1,POLYM_v1
MYO5A	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
MYO5B	POLYM	POLYM_v1
MYO7A	POLYM	POLYM_v1
MYOCD	POLYM	POLYM_v1
MYOT	DYSM,MMG	DYSM_v1,MMG_v1
MYPN	MMG,MYOC	MMG_v1,MYOC_v1
MYT1L	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
NAA10	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
NAA15	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
NAA20	RGDI+	RGDI+_v1
NACC1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
NADK2	MITN,POLYM	MITN_v1,POLYM_v1
NADSYN1	POLYM	POLYM_v1
NAE1	RGDI+	RGDI+_v1
NAGA	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
NAGLU	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
NAGS	POLYM,RGDI+	POLYM_v1,RGDI+_v1
NALCN	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
NANS	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
NARS1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
NARS2	MITN,POLYM	MITN_v1,POLYM_v1
NAXD	POLYM	POLYM_v1
NAXE	MITN,POLYM	MITN_v1,POLYM_v1
NBAS	POLYM,RGDI+	POLYM_v1,RGDI+_v1
NBEA	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
NBN	POLYM	POLYM_v1
NCAPD2	RGDI+	RGDI+_v1
NCAPG2	RGDI+	RGDI+_v1
NCDN	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
